i;x;y;z
6410;-0.396080;0.300706;-0.374607
6411;-0.390731;0.296542;-0.377841
6412;-0.385369;0.292372;-0.381070
6413;-0.379994;0.288196;-0.384295
6414;-0.374607;0.284015;-0.387516
6415;-0.369206;0.279829;-0.390731
6416;-0.363793;0.275637;-0.393942
6417;-0.358368;0.271440;-0.397148
6418;-0.352931;0.267238;-0.400349
6419;-0.347481;0.263031;-0.403545
6420;-0.342020;0.258819;-0.406737
6421;-0.336547;0.254602;-0.409923
6422;-0.331063;0.250380;-0.413104
6423;-0.325568;0.246153;-0.416281
6424;-0.320062;0.241922;-0.419452
6425;-0.314545;0.237686;-0.422618
6426;-0.309017;0.233445;-0.425779
6427;-0.303479;0.229200;-0.428935
6428;-0.297930;0.224951;-0.432086
6429;-0.292372;0.220697;-0.435231
6430;-0.286803;0.216440;-0.438371
6431;-0.281225;0.212178;-0.441506
6432;-0.275637;0.207912;-0.444635
6433;-0.270040;0.203642;-0.447759
6434;-0.264434;0.199368;-0.450878
6435;-0.258819;0.195090;-0.453990
6436;-0.253195;0.190809;-0.457098
6437;-0.247563;0.186524;-0.460200
6438;-0.241922;0.182236;-0.463296
6439;-0.236273;0.177944;-0.466387
6440;-0.230616;0.173648;-0.469472
6441;-0.224951;0.169350;-0.472551
6442;-0.219279;0.165048;-0.475624
6443;-0.213599;0.160743;-0.478692
6444;-0.207912;0.156434;-0.481754
6445;-0.202218;0.152123;-0.484810
6446;-0.196517;0.147809;-0.487860
6447;-0.190809;0.143493;-0.490904
6448;-0.185095;0.139173;-0.493942
6449;-0.179375;0.134851;-0.496974
6450;-0.173648;0.130526;-0.500000
6451;-0.167916;0.126199;-0.503020
6452;-0.162178;0.121869;-0.506034
6453;-0.156434;0.117537;-0.509041
6454;-0.150686;0.113203;-0.512043
6455;-0.144932;0.108867;-0.515038
6456;-0.139173;0.104528;-0.518027
6457;-0.133410;0.100188;-0.521010
6458;-0.127642;0.095846;-0.523986
6459;-0.121869;0.091502;-0.526956
6460;-0.116093;0.087156;-0.529919
6461;-0.110313;0.082808;-0.532876
6462;-0.104528;0.078459;-0.535827
6463;-0.098741;0.074108;-0.538771
6464;-0.092950;0.069756;-0.541708
6465;-0.087156;0.065403;-0.544639
6466;-0.081359;0.061049;-0.547563
6467;-0.075559;0.056693;-0.550481
6468;-0.069756;0.052336;-0.553392
6469;-0.063952;0.047978;-0.556296
6470;-0.058145;0.043619;-0.559193
6471;-0.052336;0.039260;-0.562083
6472;-0.046525;0.034899;-0.564967
6473;-0.040713;0.030539;-0.567844
6474;-0.034899;0.026177;-0.570714
6475;-0.029085;0.021815;-0.573576
6476;-0.023269;0.017452;-0.576432
6477;-0.017452;0.013090;-0.579281
6478;-0.011635;0.008727;-0.582123
6479;-0.005818;0.004363;-0.584958
6480;-0.000000;0.000000;-0.587785
6481;0.005818;-0.004363;-0.590606
6482;0.011635;-0.008727;-0.593419
6483;0.017452;-0.013090;-0.596225
6484;0.023269;-0.017452;-0.599024
6485;0.029085;-0.021815;-0.601815
6486;0.034899;-0.026177;-0.604599
6487;0.040713;-0.030539;-0.607376
6488;0.046525;-0.034899;-0.610145
6489;0.052336;-0.039260;-0.612907
6490;0.058145;-0.043619;-0.615661
6491;0.063952;-0.047978;-0.618408
6492;0.069756;-0.052336;-0.621148
6493;0.075559;-0.056693;-0.623880
6494;0.081359;-0.061049;-0.626604
6495;0.087156;-0.065403;-0.629320
6496;0.092950;-0.069756;-0.632029
6497;0.098741;-0.074108;-0.634731
6498;0.104528;-0.078459;-0.637424
6499;0.110313;-0.082808;-0.640110
6500;0.116093;-0.087156;-0.642788
6501;0.121869;-0.091502;-0.645458
6502;0.127642;-0.095846;-0.648120
6503;0.133410;-0.100188;-0.650774
6504;0.139173;-0.104528;-0.653421
6505;0.144932;-0.108867;-0.656059
6506;0.150686;-0.113203;-0.658689
6507;0.156434;-0.117537;-0.661312
6508;0.162178;-0.121869;-0.663926
6509;0.167916;-0.126199;-0.666532
6510;0.173648;-0.130526;-0.669131
6511;0.179375;-0.134851;-0.671721
6512;0.185095;-0.139173;-0.674302
6513;0.190809;-0.143493;-0.676876
6514;0.196517;-0.147809;-0.679441
6515;0.202218;-0.152123;-0.681998
6516;0.207912;-0.156434;-0.684547
6517;0.213599;-0.160743;-0.687088
6518;0.219279;-0.165048;-0.689620
6519;0.224951;-0.169350;-0.692143
6520;0.230616;-0.173648;-0.694658
6521;0.236273;-0.177944;-0.697165
6522;0.241922;-0.182236;-0.699663
6523;0.247563;-0.186524;-0.702153
6524;0.253195;-0.190809;-0.704634
6525;0.258819;-0.195090;-0.707107
6526;0.264434;-0.199368;-0.709571
6527;0.270040;-0.203642;-0.712026
6528;0.275637;-0.207912;-0.714473
6529;0.281225;-0.212178;-0.716911
6530;0.286803;-0.216440;-0.719340
6531;0.292372;-0.220697;-0.721760
6532;0.297930;-0.224951;-0.724172
6533;0.303479;-0.229200;-0.726575
6534;0.309017;-0.233445;-0.728969
6535;0.314545;-0.237686;-0.731354
6536;0.320062;-0.241922;-0.733730
6537;0.325568;-0.246153;-0.736097
6538;0.331063;-0.250380;-0.738455
6539;0.336547;-0.254602;-0.740805
6540;0.342020;-0.258819;-0.743145
6541;0.347481;-0.263031;-0.745476
6542;0.352931;-0.267238;-0.747798
6543;0.358368;-0.271440;-0.750111
6544;0.363793;-0.275637;-0.752415
6545;0.369206;-0.279829;-0.754710
6546;0.374607;-0.284015;-0.756995
6547;0.379994;-0.288196;-0.759271
6548;0.385369;-0.292372;-0.761538
6549;0.390731;-0.296542;-0.763796
6550;0.396080;-0.300706;-0.766044
6551;0.401415;-0.304864;-0.768284
6552;0.406737;-0.309017;-0.770513
6553;0.412045;-0.313164;-0.772734
6554;0.417338;-0.317305;-0.774944
6555;0.422618;-0.321439;-0.777146
6556;0.427884;-0.325568;-0.779338
6557;0.433135;-0.329691;-0.781520
6558;0.438371;-0.333807;-0.783693
6559;0.443593;-0.337917;-0.785857
6560;0.448799;-0.342020;-0.788011
6561;0.453990;-0.346117;-0.790155
6562;0.459166;-0.350207;-0.792290
6563;0.464327;-0.354291;-0.794415
6564;0.469472;-0.358368;-0.796530
6565;0.474600;-0.362438;-0.798636
6566;0.479713;-0.366501;-0.800731
6567;0.484810;-0.370557;-0.802817
6568;0.489890;-0.374607;-0.804894
6569;0.494953;-0.378649;-0.806960
6570;0.500000;-0.382683;-0.809017
6571;0.505030;-0.386711;-0.811064
6572;0.510043;-0.390731;-0.813101
6573;0.515038;-0.394744;-0.815128
6574;0.520016;-0.398749;-0.817145
6575;0.524977;-0.402747;-0.819152
6576;0.529919;-0.406737;-0.821149
6577;0.534844;-0.410719;-0.823136
6578;0.539751;-0.414693;-0.825113
6579;0.544639;-0.418660;-0.827081
6580;0.549509;-0.422618;-0.829038
6581;0.554360;-0.426569;-0.830984
6582;0.559193;-0.430511;-0.832921
6583;0.564007;-0.434445;-0.834848
6584;0.568801;-0.438371;-0.836764
6585;0.573576;-0.442289;-0.838671
6586;0.578332;-0.446198;-0.840567
6587;0.583069;-0.450098;-0.842452
6588;0.587785;-0.453990;-0.844328
6589;0.592482;-0.457874;-0.846193
6590;0.597159;-0.461749;-0.848048
6591;0.601815;-0.465615;-0.849893
6592;0.606451;-0.469472;-0.851727
6593;0.611067;-0.473320;-0.853551
6594;0.615661;-0.477159;-0.855364
6595;0.620235;-0.480989;-0.857167
6596;0.624789;-0.484810;-0.858960
6597;0.629320;-0.488621;-0.860742
6598;0.633831;-0.492424;-0.862514
6599;0.638320;-0.496217;-0.864275
6600;0.642788;-0.500000;-0.866025
6601;0.647233;-0.503774;-0.867765
6602;0.651657;-0.507538;-0.869495
6603;0.656059;-0.511293;-0.871214
6604;0.660439;-0.515038;-0.872922
6605;0.664796;-0.518773;-0.874620
6606;0.669131;-0.522499;-0.876307
6607;0.673443;-0.526214;-0.877983
6608;0.677732;-0.529919;-0.879649
6609;0.681998;-0.533615;-0.881303
6610;0.686242;-0.537300;-0.882948
6611;0.690462;-0.540974;-0.884581
6612;0.694658;-0.544639;-0.886204
6613;0.698832;-0.548293;-0.887815
6614;0.702981;-0.551937;-0.889416
6615;0.707107;-0.555570;-0.891007
6616;0.711209;-0.559193;-0.892586
6617;0.715286;-0.562805;-0.894154
6618;0.719340;-0.566406;-0.895712
6619;0.723369;-0.569997;-0.897258
6620;0.727374;-0.573576;-0.898794
6621;0.731354;-0.577145;-0.900319
6622;0.735309;-0.580703;-0.901833
6623;0.739239;-0.584250;-0.903335
6624;0.743145;-0.587785;-0.904827
6625;0.747025;-0.591310;-0.906308
6626;0.750880;-0.594823;-0.907777
6627;0.754710;-0.598325;-0.909236
6628;0.758514;-0.601815;-0.910684
6629;0.762292;-0.605294;-0.912120
6630;0.766044;-0.608761;-0.913545
6631;0.769771;-0.612217;-0.914960
6632;0.773472;-0.615661;-0.916363
6633;0.777146;-0.619094;-0.917755
6634;0.780794;-0.622515;-0.919135
6635;0.784416;-0.625923;-0.920505
6636;0.788011;-0.629320;-0.921863
6637;0.791579;-0.632705;-0.923210
6638;0.795121;-0.636078;-0.924546
6639;0.798636;-0.639439;-0.925871
6640;0.802123;-0.642788;-0.927184
6641;0.805584;-0.646124;-0.928486
6642;0.809017;-0.649448;-0.929776
6643;0.812423;-0.652760;-0.931056
6644;0.815801;-0.656059;-0.932324
6645;0.819152;-0.659346;-0.933580
6646;0.822475;-0.662620;-0.934826
6647;0.825770;-0.665882;-0.936060
6648;0.829038;-0.669131;-0.937282
6649;0.832277;-0.672367;-0.938493
6650;0.835488;-0.675590;-0.939693
6651;0.838671;-0.678801;-0.940881
6652;0.841825;-0.681998;-0.942057
6653;0.844951;-0.685183;-0.943223
6654;0.848048;-0.688355;-0.944376
6655;0.851117;-0.691513;-0.945519
6656;0.854156;-0.694658;-0.946649
6657;0.857167;-0.697790;-0.947768
6658;0.860149;-0.700909;-0.948876
6659;0.863102;-0.704015;-0.949972
6660;0.866025;-0.707107;-0.951057
6661;0.868920;-0.710185;-0.952129
6662;0.871784;-0.713250;-0.953191
6663;0.874620;-0.716302;-0.954240
6664;0.877425;-0.719340;-0.955278
6665;0.880201;-0.722364;-0.956305
6666;0.882948;-0.725374;-0.957319
6667;0.885664;-0.728371;-0.958323
6668;0.888350;-0.731354;-0.959314
6669;0.891007;-0.734323;-0.960294
6670;0.893633;-0.737277;-0.961262
6671;0.896229;-0.740218;-0.962218
6672;0.898794;-0.743145;-0.963163
6673;0.901329;-0.746057;-0.964095
6674;0.903834;-0.748956;-0.965016
6675;0.906308;-0.751840;-0.965926
6676;0.908751;-0.754710;-0.966823
6677;0.911164;-0.757565;-0.967709
6678;0.913545;-0.760406;-0.968583
6679;0.915896;-0.763232;-0.969445
6680;0.918216;-0.766044;-0.970296
6681;0.920505;-0.768842;-0.971134
6682;0.922762;-0.771625;-0.971961
6683;0.924989;-0.774393;-0.972776
6684;0.927184;-0.777146;-0.973579
6685;0.929348;-0.779884;-0.974370
6686;0.931480;-0.782608;-0.975149
6687;0.933580;-0.785317;-0.975917
6688;0.935650;-0.788011;-0.976672
6689;0.937687;-0.790690;-0.977416
6690;0.939693;-0.793353;-0.978148
6691;0.941666;-0.796002;-0.978867
6692;0.943609;-0.798636;-0.979575
6693;0.945519;-0.801254;-0.980271
6694;0.947397;-0.803857;-0.980955
6695;0.949243;-0.806445;-0.981627
6696;0.951057;-0.809017;-0.982287
6697;0.952838;-0.811574;-0.982935
6698;0.954588;-0.814116;-0.983571
6699;0.956305;-0.816642;-0.984196
6700;0.957990;-0.819152;-0.984808
6701;0.959642;-0.821647;-0.985408
6702;0.961262;-0.824126;-0.985996
6703;0.962849;-0.826590;-0.986572
6704;0.964404;-0.829038;-0.987136
6705;0.965926;-0.831470;-0.987688
6706;0.967415;-0.833886;-0.988228
6707;0.968872;-0.836286;-0.988756
6708;0.970296;-0.838671;-0.989272
6709;0.971687;-0.841039;-0.989776
6710;0.973045;-0.843391;-0.990268
6711;0.974370;-0.845728;-0.990748
6712;0.975662;-0.848048;-0.991216
6713;0.976921;-0.850352;-0.991671
6714;0.978148;-0.852640;-0.992115
6715;0.979341;-0.854912;-0.992546
6716;0.980500;-0.857167;-0.992966
6717;0.981627;-0.859406;-0.993373
6718;0.982721;-0.861629;-0.993768
6719;0.983781;-0.863836;-0.994151
6720;0.984808;-0.866025;-0.994522
6721;0.985801;-0.868199;-0.994881
6722;0.986762;-0.870356;-0.995227
6723;0.987688;-0.872496;-0.995562
6724;0.988582;-0.874620;-0.995884
6725;0.989442;-0.876727;-0.996195
6726;0.990268;-0.878817;-0.996493
6727;0.991061;-0.880891;-0.996779
6728;0.991820;-0.882948;-0.997053
6729;0.992546;-0.884988;-0.997314
6730;0.993238;-0.887011;-0.997564
6731;0.993897;-0.889017;-0.997801
6732;0.994522;-0.891007;-0.998027
6733;0.995113;-0.892979;-0.998240
6734;0.995671;-0.894934;-0.998441
6735;0.996195;-0.896873;-0.998630
6736;0.996685;-0.898794;-0.998806
6737;0.997141;-0.900698;-0.998971
6738;0.997564;-0.902585;-0.999123
6739;0.997953;-0.904455;-0.999263
6740;0.998308;-0.906308;-0.999391
6741;0.998630;-0.908143;-0.999507
6742;0.998917;-0.909961;-0.999610
6743;0.999171;-0.911762;-0.999701
6744;0.999391;-0.913545;-0.999781
6745;0.999577;-0.915311;-0.999848
6746;0.999729;-0.917060;-0.999903
6747;0.999848;-0.918791;-0.999945
6748;0.999932;-0.920505;-0.999976
6749;0.999983;-0.922201;-0.999994
6750;1.000000;-0.923880;-1.000000
6751;0.999983;-0.925541;-0.999994
6752;0.999932;-0.927184;-0.999976
6753;0.999848;-0.928810;-0.999945
6754;0.999729;-0.930418;-0.999903
6755;0.999577;-0.932008;-0.999848
6756;0.999391;-0.933580;-0.999781
6757;0.999171;-0.935135;-0.999701
6758;0.998917;-0.936672;-0.999610
6759;0.998630;-0.938191;-0.999507
6760;0.998308;-0.939693;-0.999391
6761;0.997953;-0.941176;-0.999263
6762;0.997564;-0.942641;-0.999123
6763;0.997141;-0.944089;-0.998971
6764;0.996685;-0.945519;-0.998806
6765;0.996195;-0.946930;-0.998630
6766;0.995671;-0.948324;-0.998441
6767;0.995113;-0.949699;-0.998240
6768;0.994522;-0.951057;-0.998027
6769;0.993897;-0.952396;-0.997801
6770;0.993238;-0.953717;-0.997564
6771;0.992546;-0.955020;-0.997314
6772;0.991820;-0.956305;-0.997053
6773;0.991061;-0.957571;-0.996779
6774;0.990268;-0.958820;-0.996493
6775;0.989442;-0.960050;-0.996195
6776;0.988582;-0.961262;-0.995884
6777;0.987688;-0.962455;-0.995562
6778;0.986762;-0.963630;-0.995227
6779;0.985801;-0.964787;-0.994881
6780;0.984808;-0.965926;-0.994522
6781;0.983781;-0.967046;-0.994151
6782;0.982721;-0.968148;-0.993768
6783;0.981627;-0.969231;-0.993373
6784;0.980500;-0.970296;-0.992966
6785;0.979341;-0.971342;-0.992546
6786;0.978148;-0.972370;-0.992115
6787;0.976921;-0.973379;-0.991671
6788;0.975662;-0.974370;-0.991216
6789;0.974370;-0.975342;-0.990748
6790;0.973045;-0.976296;-0.990268
6791;0.971687;-0.977231;-0.989776
6792;0.970296;-0.978148;-0.989272
6793;0.968872;-0.979045;-0.988756
6794;0.967415;-0.979925;-0.988228
6795;0.965926;-0.980785;-0.987688
6796;0.964404;-0.981627;-0.987136
6797;0.962849;-0.982450;-0.986572
6798;0.961262;-0.983255;-0.985996
6799;0.959642;-0.984041;-0.985408
6800;0.957990;-0.984808;-0.984808
6801;0.956305;-0.985556;-0.984196
6802;0.954588;-0.986286;-0.983571
6803;0.952838;-0.986996;-0.982935
6804;0.951057;-0.987688;-0.982287
6805;0.949243;-0.988362;-0.981627
6806;0.947397;-0.989016;-0.980955
6807;0.945519;-0.989651;-0.980271
6808;0.943609;-0.990268;-0.979575
6809;0.941666;-0.990866;-0.978867
6810;0.939693;-0.991445;-0.978148
6811;0.937687;-0.992005;-0.977416
6812;0.935650;-0.992546;-0.976672
6813;0.933580;-0.993068;-0.975917
6814;0.931480;-0.993572;-0.975149
6815;0.929348;-0.994056;-0.974370
6816;0.927184;-0.994522;-0.973579
6817;0.924989;-0.994969;-0.972776
6818;0.922762;-0.995396;-0.971961
6819;0.920505;-0.995805;-0.971134
6820;0.918216;-0.996195;-0.970296
6821;0.915896;-0.996566;-0.969445
6822;0.913545;-0.996917;-0.968583
6823;0.911164;-0.997250;-0.967709
6824;0.908751;-0.997564;-0.966823
6825;0.906308;-0.997859;-0.965926
6826;0.903834;-0.998135;-0.965016
6827;0.901329;-0.998392;-0.964095
6828;0.898794;-0.998630;-0.963163
6829;0.896229;-0.998848;-0.962218
6830;0.893633;-0.999048;-0.961262
6831;0.891007;-0.999229;-0.960294
6832;0.888350;-0.999391;-0.959314
6833;0.885664;-0.999534;-0.958323
6834;0.882948;-0.999657;-0.957319
6835;0.880201;-0.999762;-0.956305
6836;0.877425;-0.999848;-0.955278
6837;0.874620;-0.999914;-0.954240
6838;0.871784;-0.999962;-0.953191
6839;0.868920;-0.999990;-0.952129
6840;0.866025;-1.000000;-0.951057
6841;0.863102;-0.999990;-0.949972
6842;0.860149;-0.999962;-0.948876
6843;0.857167;-0.999914;-0.947768
6844;0.854156;-0.999848;-0.946649
6845;0.851117;-0.999762;-0.945519
6846;0.848048;-0.999657;-0.944376
6847;0.844951;-0.999534;-0.943223
6848;0.841825;-0.999391;-0.942057
6849;0.838671;-0.999229;-0.940881
6850;0.835488;-0.999048;-0.939693
6851;0.832277;-0.998848;-0.938493
6852;0.829038;-0.998630;-0.937282
6853;0.825770;-0.998392;-0.936060
6854;0.822475;-0.998135;-0.934826
6855;0.819152;-0.997859;-0.933580
6856;0.815801;-0.997564;-0.932324
6857;0.812423;-0.997250;-0.931056
6858;0.809017;-0.996917;-0.929776
6859;0.805584;-0.996566;-0.928486
6860;0.802123;-0.996195;-0.927184
6861;0.798636;-0.995805;-0.925871
6862;0.795121;-0.995396;-0.924546
6863;0.791579;-0.994969;-0.923210
6864;0.788011;-0.994522;-0.921863
6865;0.784416;-0.994056;-0.920505
6866;0.780794;-0.993572;-0.919135
6867;0.777146;-0.993068;-0.917755
6868;0.773472;-0.992546;-0.916363
6869;0.769771;-0.992005;-0.914960
6870;0.766044;-0.991445;-0.913545
6871;0.762292;-0.990866;-0.912120
6872;0.758514;-0.990268;-0.910684
6873;0.754710;-0.989651;-0.909236
6874;0.750880;-0.989016;-0.907777
6875;0.747025;-0.988362;-0.906308
6876;0.743145;-0.987688;-0.904827
6877;0.739239;-0.986996;-0.903335
6878;0.735309;-0.986286;-0.901833
6879;0.731354;-0.985556;-0.900319
6880;0.727374;-0.984808;-0.898794
6881;0.723369;-0.984041;-0.897258
6882;0.719340;-0.983255;-0.895712
6883;0.715286;-0.982450;-0.894154
6884;0.711209;-0.981627;-0.892586
6885;0.707107;-0.980785;-0.891007
6886;0.702981;-0.979925;-0.889416
6887;0.698832;-0.979045;-0.887815
6888;0.694658;-0.978148;-0.886204
6889;0.690462;-0.977231;-0.884581
6890;0.686242;-0.976296;-0.882948
6891;0.681998;-0.975342;-0.881303
6892;0.677732;-0.974370;-0.879649
6893;0.673443;-0.973379;-0.877983
6894;0.669131;-0.972370;-0.876307
6895;0.664796;-0.971342;-0.874620
6896;0.660439;-0.970296;-0.872922
6897;0.656059;-0.969231;-0.871214
6898;0.651657;-0.968148;-0.869495
6899;0.647233;-0.967046;-0.867765
6900;0.642788;-0.965926;-0.866025
6901;0.638320;-0.964787;-0.864275
6902;0.633831;-0.963630;-0.862514
6903;0.629320;-0.962455;-0.860742
6904;0.624789;-0.961262;-0.858960
6905;0.620235;-0.960050;-0.857167
6906;0.615661;-0.958820;-0.855364
6907;0.611067;-0.957571;-0.853551
6908;0.606451;-0.956305;-0.851727
6909;0.601815;-0.955020;-0.849893
6910;0.597159;-0.953717;-0.848048
6911;0.592482;-0.952396;-0.846193
6912;0.587785;-0.951057;-0.844328
6913;0.583069;-0.949699;-0.842452
6914;0.578332;-0.948324;-0.840567
6915;0.573576;-0.946930;-0.838671
6916;0.568801;-0.945519;-0.836764
6917;0.564007;-0.944089;-0.834848
6918;0.559193;-0.942641;-0.832921
6919;0.554360;-0.941176;-0.830984
6920;0.549509;-0.939693;-0.829038
6921;0.544639;-0.938191;-0.827081
6922;0.539751;-0.936672;-0.825113
6923;0.534844;-0.935135;-0.823136
6924;0.529919;-0.933580;-0.821149
6925;0.524977;-0.932008;-0.819152
6926;0.520016;-0.930418;-0.817145
6927;0.515038;-0.928810;-0.815128
6928;0.510043;-0.927184;-0.813101
6929;0.505030;-0.925541;-0.811064
6930;0.500000;-0.923880;-0.809017
6931;0.494953;-0.922201;-0.806960
6932;0.489890;-0.920505;-0.804894
6933;0.484810;-0.918791;-0.802817
6934;0.479713;-0.917060;-0.800731
6935;0.474600;-0.915311;-0.798636
6936;0.469472;-0.913545;-0.796530
6937;0.464327;-0.911762;-0.794415
6938;0.459166;-0.909961;-0.792290
6939;0.453990;-0.908143;-0.790155
6940;0.448799;-0.906308;-0.788011
6941;0.443593;-0.904455;-0.785857
6942;0.438371;-0.902585;-0.783693
6943;0.433135;-0.900698;-0.781520
6944;0.427884;-0.898794;-0.779338
6945;0.422618;-0.896873;-0.777146
6946;0.417338;-0.894934;-0.774944
6947;0.412045;-0.892979;-0.772734
6948;0.406737;-0.891007;-0.770513
6949;0.401415;-0.889017;-0.768284
6950;0.396080;-0.887011;-0.766044
6951;0.390731;-0.884988;-0.763796
6952;0.385369;-0.882948;-0.761538
6953;0.379994;-0.880891;-0.759271
6954;0.374607;-0.878817;-0.756995
6955;0.369206;-0.876727;-0.754710
6956;0.363793;-0.874620;-0.752415
6957;0.358368;-0.872496;-0.750111
6958;0.352931;-0.870356;-0.747798
6959;0.347481;-0.868199;-0.745476
6960;0.342020;-0.866025;-0.743145
6961;0.336547;-0.863836;-0.740805
6962;0.331063;-0.861629;-0.738455
6963;0.325568;-0.859406;-0.736097
6964;0.320062;-0.857167;-0.733730
6965;0.314545;-0.854912;-0.731354
6966;0.309017;-0.852640;-0.728969
6967;0.303479;-0.850352;-0.726575
6968;0.297930;-0.848048;-0.724172
6969;0.292372;-0.845728;-0.721760
6970;0.286803;-0.843391;-0.719340
6971;0.281225;-0.841039;-0.716911
6972;0.275637;-0.838671;-0.714473
6973;0.270040;-0.836286;-0.712026
6974;0.264434;-0.833886;-0.709571
6975;0.258819;-0.831470;-0.707107
6976;0.253195;-0.829038;-0.704634
6977;0.247563;-0.826590;-0.702153
6978;0.241922;-0.824126;-0.699663
6979;0.236273;-0.821647;-0.697165
6980;0.230616;-0.819152;-0.694658
6981;0.224951;-0.816642;-0.692143
6982;0.219279;-0.814116;-0.689620
6983;0.213599;-0.811574;-0.687088
6984;0.207912;-0.809017;-0.684547
6985;0.202218;-0.806445;-0.681998
6986;0.196517;-0.803857;-0.679441
6987;0.190809;-0.801254;-0.676876
6988;0.185095;-0.798636;-0.674302
6989;0.179375;-0.796002;-0.671721
6990;0.173648;-0.793353;-0.669131
6991;0.167916;-0.790690;-0.666532
6992;0.162178;-0.788011;-0.663926
6993;0.156434;-0.785317;-0.661312
6994;0.150686;-0.782608;-0.658689
6995;0.144932;-0.779884;-0.656059
6996;0.139173;-0.777146;-0.653421
6997;0.133410;-0.774393;-0.650774
6998;0.127642;-0.771625;-0.648120
6999;0.121869;-0.768842;-0.645458
7000;0.116093;-0.766044;-0.642788
7001;0.110313;-0.763232;-0.640110
7002;0.104528;-0.760406;-0.637424
7003;0.098741;-0.757565;-0.634731
7004;0.092950;-0.754710;-0.632029
7005;0.087156;-0.751840;-0.629320
7006;0.081359;-0.748956;-0.626604
7007;0.075559;-0.746057;-0.623880
7008;0.069756;-0.743145;-0.621148
7009;0.063952;-0.740218;-0.618408
7010;0.058145;-0.737277;-0.615661
7011;0.052336;-0.734323;-0.612907
7012;0.046525;-0.731354;-0.610145
7013;0.040713;-0.728371;-0.607376
7014;0.034899;-0.725374;-0.604599
7015;0.029085;-0.722364;-0.601815
7016;0.023269;-0.719340;-0.599024
7017;0.017452;-0.716302;-0.596225
7018;0.011635;-0.713250;-0.593419
7019;0.005818;-0.710185;-0.590606
7020;-0.000000;-0.707107;-0.587785
7021;-0.005818;-0.704015;-0.584958
7022;-0.011635;-0.700909;-0.582123
7023;-0.017452;-0.697790;-0.579281
7024;-0.023269;-0.694658;-0.576432
7025;-0.029085;-0.691513;-0.573576
7026;-0.034899;-0.688355;-0.570714
7027;-0.040713;-0.685183;-0.567844
7028;-0.046525;-0.681998;-0.564967
7029;-0.052336;-0.678801;-0.562083
7030;-0.058145;-0.675590;-0.559193
7031;-0.063952;-0.672367;-0.556296
7032;-0.069756;-0.669131;-0.553392
7033;-0.075559;-0.665882;-0.550481
7034;-0.081359;-0.662620;-0.547563
7035;-0.087156;-0.659346;-0.544639
7036;-0.092950;-0.656059;-0.541708
7037;-0.098741;-0.652760;-0.538771
7038;-0.104528;-0.649448;-0.535827
7039;-0.110313;-0.646124;-0.532876
7040;-0.116093;-0.642788;-0.529919
7041;-0.121869;-0.639439;-0.526956
7042;-0.127642;-0.636078;-0.523986
7043;-0.133410;-0.632705;-0.521010
7044;-0.139173;-0.629320;-0.518027
7045;-0.144932;-0.625923;-0.515038
7046;-0.150686;-0.622515;-0.512043
7047;-0.156434;-0.619094;-0.509041
7048;-0.162178;-0.615661;-0.506034
7049;-0.167916;-0.612217;-0.503020
7050;-0.173648;-0.608761;-0.500000
7051;-0.179375;-0.605294;-0.496974
7052;-0.185095;-0.601815;-0.493942
7053;-0.190809;-0.598325;-0.490904
7054;-0.196517;-0.594823;-0.487860
7055;-0.202218;-0.591310;-0.484810
7056;-0.207912;-0.587785;-0.481754
7057;-0.213599;-0.584250;-0.478692
7058;-0.219279;-0.580703;-0.475624
7059;-0.224951;-0.577145;-0.472551
7060;-0.230616;-0.573576;-0.469472
7061;-0.236273;-0.569997;-0.466387
7062;-0.241922;-0.566406;-0.463296
7063;-0.247563;-0.562805;-0.460200
7064;-0.253195;-0.559193;-0.457098
7065;-0.258819;-0.555570;-0.453990
7066;-0.264434;-0.551937;-0.450878
7067;-0.270040;-0.548293;-0.447759
7068;-0.275637;-0.544639;-0.444635
7069;-0.281225;-0.540974;-0.441506
7070;-0.286803;-0.537300;-0.438371
7071;-0.292372;-0.533615;-0.435231
7072;-0.297930;-0.529919;-0.432086
7073;-0.303479;-0.526214;-0.428935
7074;-0.309017;-0.522499;-0.425779
7075;-0.314545;-0.518773;-0.422618
7076;-0.320062;-0.515038;-0.419452
7077;-0.325568;-0.511293;-0.416281
7078;-0.331063;-0.507538;-0.413104
7079;-0.336547;-0.503774;-0.409923
7080;-0.342020;-0.500000;-0.406737
7081;-0.347481;-0.496217;-0.403545
7082;-0.352931;-0.492424;-0.400349
7083;-0.358368;-0.488621;-0.397148
7084;-0.363793;-0.484810;-0.393942
7085;-0.369206;-0.480989;-0.390731
7086;-0.374607;-0.477159;-0.387516
7087;-0.379994;-0.473320;-0.384295
7088;-0.385369;-0.469472;-0.381070
7089;-0.390731;-0.465615;-0.377841
7090;-0.396080;-0.461749;-0.374607
7091;-0.401415;-0.457874;-0.371368
7092;-0.406737;-0.453990;-0.368125
7093;-0.412045;-0.450098;-0.364877
7094;-0.417338;-0.446198;-0.361625
7095;-0.422618;-0.442289;-0.358368
7096;-0.427884;-0.438371;-0.355107
7097;-0.433135;-0.434445;-0.351842
7098;-0.438371;-0.430511;-0.348572
7099;-0.443593;-0.426569;-0.345298
7100;-0.448799;-0.422618;-0.342020
7101;-0.453990;-0.418660;-0.338738
7102;-0.459166;-0.414693;-0.335452
7103;-0.464327;-0.410719;-0.332161
7104;-0.469472;-0.406737;-0.328867
